Name of Painter,Subject of Painting,Style,Medium,Size,Frame,Location,Price ($),Delivery (days),Shipment,Color Palette,Copy or Original,Print or Real,Recommended Environment,Mood/Atmosphere,Theme/Lighting Requirements,Reproduction Type,Target Audience
Leonardo,Wildlife,Impressionism,Acrylic,"20""x30""",Yes,Calgary,222,10,Free Shipping,Cool Tones,Original,Print,Gallery,Energetic,Natural Light,Screen Print,Art Collectors
Noah,Landscape,Realism,Charcoal,"18""x24""",No,Miami,231,4,Free Shipping,Warm Tones,Original,Real,Bedroom,Calming,Dim Light,Lithograph,Interior Designers
Emma,Wildlife,Modern,Charcoal,"24""x36""",No,Chicago,396,8,Free Shipping,Neutral Tones,Copy,Print,Gallery,Calming,Natural Light,Lithograph,Corporate Clients
Leonardo,Seascape,Impressionism,Acrylic,"16""x20""",Yes,Montreal,130,3,Express,Earthy Tones,Copy,Real,Kid Room,Reflective,Dim Light,N/A,Families
Jija,Seascape,Surrealism,Watercolor,"30""x40""",Yes,Montreal,704,4,Express,Oceanic Tones,Copy,Print,Living Room,Calming,Natural Light,Giclée,Art Collectors
Leonardo,Fantasy,Impressionism,Acrylic,"24""x36""",Yes,Chicago,469,9,Standard,Oceanic Tones,Original,Print,Gallery,Calming,Dim Light,Giclée,Interior Designers
Leonardo,Seascape,Cubism,Charcoal,"30""x40""",No,Calgary,640,7,Express,Oceanic Tones,Original,Real,Bedroom,Reflective,Bright Light,N/A,Interior Designers
Emma,Portrait,Surrealism,Mixed Media,"18""x24""",No,New York,868,10,Free Shipping,Warm Tones,Copy,Real,Gallery,Reflective,Natural Light,N/A,Interior Designers
Vincent,Wildlife,Modern,Mixed Media,"16""x20""",Yes,New York,848,5,Free Shipping,Earthy Tones,Copy,Print,Office,Calming,Natural Light,Screen Print,Corporate Clients
Pablo,Portrait,Surrealism,Acrylic,"24""x36""",Yes,Vancouver,127,3,Standard,Earthy Tones,Original,Real,Bedroom,Energetic,Bright Light,Lithograph,Families
Frida,Abstract,Surrealism,Watercolor,"18""x24""",Yes,Toronto,157,4,Free Shipping,Oceanic Tones,Copy,Real,Bedroom,Relaxing,Natural Light,Lithograph,Families
Noah,Still Life,Modern,Charcoal,"18""x24""",Yes,Vancouver,909,9,Express,Cool Tones,Original,Real,Office,Energetic,Dim Light,Screen Print,Interior Designers
Olivia,Seascape,Abstract Expressionism,Watercolor,"16""x20""",Yes,Miami,171,7,Free Shipping,Earthy Tones,Copy,Print,Office,Energetic,Bright Light,Giclée,Young Professionals
Liam,Wildlife,Impressionism,Acrylic,"16""x20""",Yes,Miami,918,10,Express,Cool Tones,Original,Real,Kid Room,Energetic,Natural Light,Fine Art Print,Young Professionals
Ava,Wildlife,Abstract Expressionism,Oil,"20""x30""",Yes,Los Angeles,854,10,Express,Earthy Tones,Original,Real,Gallery,Reflective,Bright Light,Lithograph,Families
Liam,Seascape,Abstract Expressionism,Oil,"16""x20""",No,Los Angeles,352,5,Standard,Earthy Tones,Copy,Real,Kid Room,Energetic,Natural Light,Fine Art Print,Young Professionals
Vincent,Abstract,Cubism,Oil,"24""x36""",Yes,Calgary,499,7,Express,Earthy Tones,Original,Real,Kid Room,Energetic,Dim Light,N/A,Young Professionals
Vincent,Fantasy,Modern,Oil,"18""x24""",Yes,Montreal,161,3,Express,Warm Tones,Copy,Real,Living Room,Reflective,Bright Light,Lithograph,Interior Designers
Pablo,Landscape,Impressionism,Acrylic,"20""x30""",Yes,Los Angeles,657,7,Standard,Earthy Tones,Copy,Print,Bedroom,Reflective,Dim Light,Lithograph,Corporate Clients
Liam,Still Life,Abstract Expressionism,Watercolor,"30""x40""",No,Chicago,404,7,Standard,Warm Tones,Copy,Print,Bedroom,Energetic,Dim Light,Screen Print,Families
Leonardo,Seascape,Cubism,Charcoal,"18""x24""",No,Vancouver,933,7,Free Shipping,Neutral Tones,Original,Print,Bedroom,Calming,Natural Light,N/A,Interior Designers
Liam,Portrait,Surrealism,Charcoal,"24""x36""",Yes,New York,890,3,Standard,Earthy Tones,Copy,Real,Bedroom,Calming,Dim Light,Giclée,Art Collectors
Olivia,Landscape,Impressionism,Acrylic,"20""x30""",Yes,Toronto,450,3,Standard,Warm Tones,Copy,Real,Living Room,Relaxing,Dim Light,N/A,Families
Vincent,Abstract,Realism,Mixed Media,"18""x24""",No,New York,890,4,Express,Cool Tones,Original,Print,Gallery,Relaxing,Dim Light,N/A,Families
Olivia,Abstract,Realism,Charcoal,"20""x30""",No,New York,825,5,Free Shipping,Earthy Tones,Original,Real,Kid Room,Joyful,Natural Light,Lithograph,Young Professionals
Claude,Still Life,Surrealism,Watercolor,"24""x36""",No,New York,907,10,Express,Neutral Tones,Original,Real,Living Room,Calming,Bright Light,Screen Print,Corporate Clients
Leonardo,Still Life,Realism,Watercolor,"30""x40""",Yes,Vancouver,334,3,Express,Oceanic Tones,Copy,Real,Bedroom,Joyful,Natural Light,Giclée,Interior Designers
Frida,Seascape,Realism,Oil,"20""x30""",Yes,Los Angeles,640,6,Express,Neutral Tones,Original,Real,Living Room,Reflective,Dim Light,Giclée,Art Collectors
Jija,Portrait,Realism,Watercolor,"20""x30""",Yes,Montreal,344,4,Free Shipping,Oceanic Tones,Original,Real,Bedroom,Calming,Natural Light,Lithograph,Families
Jija,Landscape,Impressionism,Watercolor,"16""x20""",No,Montreal,245,9,Free Shipping,Warm Tones,Original,Real,Office,Joyful,Dim Light,Screen Print,Interior Designers
Jija,Still Life,Abstract Expressionism,Watercolor,"16""x20""",Yes,Montreal,179,6,Express,Warm Tones,Copy,Print,Kid Room,Calming,Dim Light,Lithograph,Families
Emma,Portrait,Impressionism,Acrylic,"16""x20""",No,New York,785,7,Free Shipping,Warm Tones,Copy,Real,Office,Energetic,Dim Light,N/A,Young Professionals
Jija,Portrait,Realism,Watercolor,"20""x30""",Yes,Montreal,516,4,Express,Oceanic Tones,Original,Real,Kid Room,Reflective,Bright Light,N/A,Art Collectors
Frida,Abstract,Surrealism,Charcoal,"24""x36""",No,Montreal,680,4,Standard,Cool Tones,Copy,Print,Office,Energetic,Natural Light,Lithograph,Art Collectors
Pablo,Portrait,Modern,Oil,"18""x24""",Yes,Miami,605,3,Free Shipping,Earthy Tones,Original,Real,Office,Calming,Natural Light,Screen Print,Art Collectors
Noah,Abstract,Modern,Charcoal,"30""x40""",No,Calgary,671,4,Standard,Warm Tones,Original,Real,Bedroom,Relaxing,Dim Light,N/A,Young Professionals
Ava,Landscape,Realism,Acrylic,"18""x24""",No,New York,879,3,Express,Neutral Tones,Copy,Print,Living Room,Relaxing,Bright Light,Giclée,Interior Designers
Liam,Abstract,Modern,Acrylic,"24""x36""",No,Vancouver,528,9,Express,Neutral Tones,Original,Print,Office,Reflective,Dim Light,Giclée,Interior Designers
Olivia,Wildlife,Cubism,Mixed Media,"24""x36""",Yes,Vancouver,848,4,Free Shipping,Oceanic Tones,Copy,Print,Kid Room,Calming,Dim Light,Lithograph,Art Collectors
Pablo,Seascape,Cubism,Mixed Media,"20""x30""",Yes,Montreal,197,6,Express,Oceanic Tones,Copy,Real,Living Room,Relaxing,Bright Light,Lithograph,Families
Leonardo,Abstract,Cubism,Oil,"18""x24""",No,Miami,450,10,Free Shipping,Neutral Tones,Original,Real,Bedroom,Joyful,Dim Light,Screen Print,Interior Designers
Leonardo,Fantasy,Surrealism,Charcoal,"18""x24""",No,Vancouver,663,8,Free Shipping,Earthy Tones,Copy,Print,Bedroom,Energetic,Dim Light,N/A,Families
Jija,Fantasy,Cubism,Watercolor,"30""x40""",No,Montreal,528,8,Standard,Warm Tones,Original,Print,Gallery,Reflective,Natural Light,N/A,Corporate Clients
Liam,Still Life,Modern,Charcoal,"30""x40""",Yes,Calgary,605,6,Express,Neutral Tones,Original,Real,Gallery,Relaxing,Natural Light,N/A,Families
Frida,Portrait,Abstract Expressionism,Watercolor,"20""x30""",No,New York,913,7,Free Shipping,Oceanic Tones,Original,Real,Gallery,Reflective,Dim Light,Giclée,Interior Designers
Leonardo,Wildlife,Cubism,Charcoal,"16""x20""",No,Montreal,157,9,Free Shipping,Neutral Tones,Copy,Print,Living Room,Relaxing,Natural Light,N/A,Interior Designers
Claude,Wildlife,Cubism,Charcoal,"20""x30""",Yes,Calgary,352,7,Free Shipping,Neutral Tones,Original,Print,Kid Room,Joyful,Natural Light,Lithograph,Corporate Clients
Emma,Wildlife,Realism,Acrylic,"20""x30""",Yes,Los Angeles,245,9,Express,Cool Tones,Original,Real,Kid Room,Energetic,Natural Light,Lithograph,Interior Designers
Noah,Wildlife,Abstract Expressionism,Oil,"18""x24""",Yes,New York,234,9,Standard,Warm Tones,Copy,Real,Gallery,Reflective,Dim Light,Giclée,Corporate Clients
Vincent,Abstract,Modern,Charcoal,"30""x40""",No,Los Angeles,774,8,Free Shipping,Warm Tones,Original,Real,Office,Calming,Bright Light,N/A,Corporate Clients
Jija,Landscape,Abstract Expressionism,Watercolor,"18""x24""",Yes,Montreal,450,10,Standard,Warm Tones,Copy,Real,Gallery,Calming,Dim Light,N/A,Families
Leonardo,Abstract,Abstract Expressionism,Mixed Media,"16""x20""",Yes,Vancouver,225,10,Standard,Cool Tones,Copy,Real,Gallery,Calming,Dim Light,Screen Print,Young Professionals
Noah,Seascape,Realism,Acrylic,"30""x40""",No,Los Angeles,161,4,Standard,Earthy Tones,Original,Real,Gallery,Joyful,Natural Light,Lithograph,Young Professionals
Olivia,Fantasy,Cubism,Acrylic,"16""x20""",Yes,Montreal,848,9,Free Shipping,Cool Tones,Copy,Print,Gallery,Joyful,Bright Light,Lithograph,Families
Olivia,Wildlife,Realism,Oil,"30""x40""",No,New York,933,9,Free Shipping,Neutral Tones,Original,Real,Bedroom,Calming,Bright Light,Giclée,Corporate Clients
Frida,Seascape,Surrealism,Charcoal,"16""x20""",Yes,Toronto,234,7,Free Shipping,Warm Tones,Original,Real,Office,Energetic,Bright Light,N/A,Young Professionals
Vincent,Landscape,Realism,Watercolor,"24""x36""",Yes,Chicago,384,5,Express,Warm Tones,Copy,Real,Living Room,Energetic,Dim Light,Screen Print,Corporate Clients
Liam,Still Life,Surrealism,Oil,"20""x30""",No,Montreal,644,8,Standard,Cool Tones,Copy,Print,Bedroom,Reflective,Bright Light,Giclée,Young Professionals
Ava,Abstract,Modern,Acrylic,"18""x24""",Yes,Montreal,879,9,Free Shipping,Cool Tones,Copy,Real,Living Room,Joyful,Bright Light,Screen Print,Corporate Clients
Pablo,Landscape,Surrealism,Watercolor,"16""x20""",Yes,Vancouver,704,6,Express,Warm Tones,Original,Real,Bedroom,Reflective,Dim Light,N/A,Art Collectors
Pablo,Portrait,Realism,Oil,"20""x30""",Yes,New York,719,7,Express,Warm Tones,Original,Real,Kid Room,Energetic,Bright Light,Lithograph,Art Collectors
Ava,Landscape,Surrealism,Mixed Media,"16""x20""",No,Montreal,853,3,Express,Oceanic Tones,Original,Real,Kid Room,Reflective,Dim Light,N/A,Families
Emma,Landscape,Realism,Charcoal,"20""x30""",No,Toronto,508,4,Standard,Neutral Tones,Copy,Real,Kid Room,Reflective,Dim Light,Screen Print,Art Collectors
Frida,Seascape,Modern,Charcoal,"30""x40""",No,Montreal,699,9,Express,Neutral Tones,Original,Print,Bedroom,Joyful,Bright Light,N/A,Young Professionals
Vincent,Landscape,Impressionism,Mixed Media,"20""x30""",Yes,Vancouver,450,5,Standard,Earthy Tones,Copy,Print,Kid Room,Reflective,Natural Light,N/A,Interior Designers
Frida,Still Life,Realism,Mixed Media,"16""x20""",No,Toronto,221,3,Standard,Cool Tones,Original,Real,Kid Room,Energetic,Natural Light,Fine Art Print,Families
Pablo,Portrait,Realism,Oil,"30""x40""",No,Chicago,663,7,Express,Neutral Tones,Original,Real,Bedroom,Joyful,Dim Light,N/A,Young Professionals
Claude,Landscape,Surrealism,Charcoal,"30""x40""",No,Chicago,657,4,Free Shipping,Oceanic Tones,Copy,Real,Bedroom,Calming,Natural Light,Screen Print,Interior Designers
Emma,Still Life,Realism,Oil,"18""x24""",No,New York,294,7,Standard,Earthy Tones,Original,Real,Bedroom,Calming,Bright Light,Giclée,Interior Designers
Noah,Abstract,Abstract Expressionism,Watercolor,"24""x36""",Yes,Calgary,715,9,Free Shipping,Neutral Tones,Copy,Real,Kid Room,Relaxing,Dim Light,Fine Art Print,Art Collectors
Emma,Wildlife,Cubism,Watercolor,"24""x36""",No,Miami,771,10,Express,Earthy Tones,Original,Real,Kid Room,Calming,Dim Light,N/A,Families
Jija,Abstract,Realism,Watercolor,"18""x24""",No,Montreal,231,6,Free Shipping,Earthy Tones,Copy,Print,Kid Room,Calming,Dim Light,Screen Print,Art Collectors
Olivia,Still Life,Surrealism,Oil,"16""x20""",No,Los Angeles,875,6,Express,Cool Tones,Original,Print,Gallery,Relaxing,Dim Light,Lithograph,Families
Liam,Fantasy,Cubism,Acrylic,"16""x20""",No,Vancouver,782,8,Express,Cool Tones,Copy,Real,Kid Room,Energetic,Natural Light,Screen Print,Interior Designers
Emma,Seascape,Surrealism,Mixed Media,"16""x20""",Yes,Toronto,231,7,Standard,Neutral Tones,Original,Real,Gallery,Energetic,Bright Light,N/A,Young Professionals
Olivia,Still Life,Surrealism,Charcoal,"24""x36""",No,New York,785,5,Express,Oceanic Tones,Original,Print,Office,Calming,Dim Light,N/A,Corporate Clients
Frida,Wildlife,Realism,Watercolor,"20""x30""",Yes,Los Angeles,854,4,Free Shipping,Warm Tones,Copy,Print,Office,Calming,Dim Light,Giclée,Families
Emma,Abstract,Surrealism,Acrylic,"18""x24""",Yes,Toronto,149,3,Express,Oceanic Tones,Copy,Print,Bedroom,Joyful,Dim Light,N/A,Families
Jija,Seascape,Cubism,Watercolor,"16""x20""",No,Montreal,918,6,Express,Warm Tones,Original,Print,Bedroom,Energetic,Natural Light,Giclée,Interior Designers
Emma,Wildlife,Impressionism,Watercolor,"18""x24""",Yes,Miami,785,6,Standard,Cool Tones,Copy,Print,Living Room,Reflective,Bright Light,Giclée,Interior Designers
Pablo,Landscape,Modern,Oil,"18""x24""",No,Montreal,644,7,Standard,Earthy Tones,Copy,Real,Office,Reflective,Bright Light,Screen Print,Young Professionals
Claude,Abstract,Impressionism,Mixed Media,"16""x20""",No,New York,707,7,Free Shipping,Earthy Tones,Copy,Print,Living Room,Reflective,Dim Light,Giclée,Interior Designers
Frida,Abstract,Cubism,Charcoal,"30""x40""",No,Calgary,127,5,Standard,Cool Tones,Copy,Real,Gallery,Relaxing,Dim Light,Giclée,Corporate Clients
Ava,Landscape,Modern,Oil,"30""x40""",No,Vancouver,539,3,Standard,Earthy Tones,Copy,Print,Kid Room,Joyful,Dim Light,Fine Art Print,Families
Leonardo,Landscape,Surrealism,Watercolor,"16""x20""",No,Miami,816,7,Standard,Warm Tones,Original,Print,Bedroom,Joyful,Dim Light,N/A,Corporate Clients
Leonardo,Landscape,Impressionism,Acrylic,"18""x24""",Yes,Calgary,848,6,Express,Cool Tones,Original,Print,Bedroom,Joyful,Bright Light,Lithograph,Art Collectors
Vincent,Landscape,Abstract Expressionism,Mixed Media,"24""x36""",Yes,Miami,245,9,Standard,Warm Tones,Copy,Real,Living Room,Energetic,Natural Light,Screen Print,Interior Designers
Frida,Portrait,Surrealism,Watercolor,"24""x36""",Yes,Toronto,558,7,Free Shipping,Cool Tones,Original,Real,Living Room,Reflective,Dim Light,Screen Print,Art Collectors
Leonardo,Landscape,Cubism,Watercolor,"20""x30""",Yes,Montreal,348,4,Standard,Neutral Tones,Original,Print,Kid Room,Joyful,Dim Light,Fine Art Print,Art Collectors
Vincent,Wildlife,Abstract Expressionism,Mixed Media,"18""x24""",No,Chicago,785,6,Standard,Neutral Tones,Original,Real,Kid Room,Calming,Natural Light,Fine Art Print,Interior Designers
Frida,Still Life,Realism,Oil,"20""x30""",Yes,Los Angeles,212,7,Express,Neutral Tones,Original,Print,Gallery,Reflective,Dim Light,Screen Print,Families
Leonardo,Abstract,Surrealism,Charcoal,"30""x40""",Yes,Toronto,605,3,Express,Earthy Tones,Original,Real,Kid Room,Joyful,Dim Light,Lithograph,Interior Designers
Jija,Wildlife,Abstract Expressionism,Watercolor,"24""x36""",No,Montreal,924,5,Free Shipping,Warm Tones,Original,Print,Living Room,Calming,Bright Light,Screen Print,Art Collectors
Vincent,Seascape,Surrealism,Watercolor,"16""x20""",No,Calgary,539,3,Express,Oceanic Tones,Copy,Print,Living Room,Joyful,Dim Light,Screen Print,Interior Designers
Pablo,Landscape,Impressionism,Oil,"30""x40""",Yes,New York,294,4,Express,Cool Tones,Original,Real,Kid Room,Reflective,Natural Light,Fine Art Print,Art Collectors
Ava,Wildlife,Impressionism,Oil,"20""x30""",No,Calgary,785,10,Standard,Earthy Tones,Copy,Real,Office,Energetic,Natural Light,Giclée,Families
Leonardo,Fantasy,Realism,Acrylic,"18""x24""",Yes,Montreal,663,4,Express,Cool Tones,Original,Real,Bedroom,Calming,Natural Light,N/A,Art Collectors
Olivia,Fantasy,Modern,Oil,"30""x40""",No,New York,404,10,Express,Earthy Tones,Original,Real,Kid Room,Calming,Bright Light,N/A,Art Collectors
Leonardo,Portrait,Modern,Charcoal,"24""x36""",No,Miami,956,9,Express,Earthy Tones,Copy,Real,Office,Calming,Bright Light,Giclée,Corporate Clients
Jija,Abstract,Realism,Watercolor,"30""x40""",No,Montreal,913,9,Express,Earthy Tones,Copy,Real,Gallery,Energetic,Dim Light,Lithograph,Interior Designers
Noah,Seascape,Cubism,Charcoal,"30""x40""",No,Montreal,605,6,Standard,Cool Tones,Copy,Print,Living Room,Reflective,Natural Light,Screen Print,Young Professionals
Vincent,Fantasy,Realism,Watercolor,"30""x40""",No,Montreal,857,4,Free Shipping,Neutral Tones,Copy,Print,Office,Calming,Bright Light,Screen Print,Art Collectors
Frida,Portrait,Cubism,Watercolor,"16""x20""",No,Los Angeles,348,7,Free Shipping,Earthy Tones,Original,Print,Bedroom,Calming,Bright Light,Giclée,Art Collectors
Leonardo,Fantasy,Surrealism,Acrylic,"30""x40""",Yes,Calgary,179,6,Standard,Warm Tones,Original,Real,Gallery,Relaxing,Natural Light,N/A,Interior Designers
Leonardo,Still Life,Cubism,Acrylic,"20""x30""",Yes,Vancouver,854,8,Free Shipping,Cool Tones,Original,Real,Office,Reflective,Bright Light,Giclée,Interior Designers
Ava,Wildlife,Surrealism,Oil,"20""x30""",Yes,Los Angeles,413,10,Free Shipping,Neutral Tones,Original,Real,Bedroom,Joyful,Natural Light,N/A,Art Collectors
Emma,Portrait,Cubism,Acrylic,"18""x24""",Yes,Toronto,699,10,Standard,Warm Tones,Original,Print,Bedroom,Energetic,Bright Light,Screen Print,Corporate Clients
Liam,Wildlife,Cubism,Charcoal,"30""x40""",No,Chicago,933,3,Free Shipping,Earthy Tones,Original,Print,Kid Room,Energetic,Natural Light,N/A,Interior Designers
Frida,Seascape,Modern,Charcoal,"16""x20""",No,Calgary,943,5,Express,Oceanic Tones,Copy,Print,Living Room,Calming,Dim Light,Giclée,Art Collectors
Pablo,Seascape,Abstract Expressionism,Charcoal,"20""x30""",No,New York,368,6,Free Shipping,Neutral Tones,Copy,Print,Gallery,Joyful,Natural Light,Screen Print,Families
Frida,Portrait,Surrealism,Charcoal,"20""x30""",Yes,Los Angeles,785,3,Standard,Neutral Tones,Original,Real,Kid Room,Energetic,Natural Light,N/A,Families
Pablo,Fantasy,Realism,Mixed Media,"16""x20""",No,New York,452,7,Express,Cool Tones,Copy,Real,Kid Room,Joyful,Dim Light,Fine Art Print,Families
Ava,Seascape,Cubism,Oil,"24""x36""",Yes,Los Angeles,308,4,Free Shipping,Earthy Tones,Original,Print,Office,Joyful,Dim Light,Giclée,Corporate Clients
Liam,Still Life,Modern,Charcoal,"30""x40""",No,Los Angeles,205,7,Free Shipping,Earthy Tones,Original,Real,Kid Room,Reflective,Natural Light,N/A,Art Collectors
Olivia,Fantasy,Cubism,Acrylic,"16""x20""",No,Los Angeles,879,4,Free Shipping,Earthy Tones,Original,Print,Office,Calming,Natural Light,N/A,Interior Designers
Frida,Abstract,Realism,Charcoal,"30""x40""",Yes,Toronto,344,4,Standard,Oceanic Tones,Original,Real,Kid Room,Joyful,Bright Light,Fine Art Print,Art Collectors
Olivia,Fantasy,Realism,Oil,"20""x30""",No,Vancouver,879,9,Standard,Oceanic Tones,Original,Real,Bedroom,Energetic,Natural Light,Giclée,Art Collectors
Noah,Landscape,Abstract Expressionism,Oil,"24""x36""",No,Toronto,265,10,Standard,Cool Tones,Copy,Real,Kid Room,Energetic,Dim Light,Lithograph,Art Collectors
Leonardo,Portrait,Modern,Mixed Media,"24""x36""",No,Miami,450,8,Standard,Earthy Tones,Original,Print,Gallery,Reflective,Bright Light,Lithograph,Families
Emma,Wildlife,Impressionism,Acrylic,"18""x24""",Yes,Vancouver,649,7,Express,Earthy Tones,Original,Print,Office,Relaxing,Dim Light,N/A,Interior Designers
Jija,Wildlife,Impressionism,Watercolor,"18""x24""",No,Montreal,459,3,Free Shipping,Oceanic Tones,Copy,Print,Kid Room,Relaxing,Bright Light,N/A,Young Professionals
Pablo,Fantasy,Cubism,Acrylic,"30""x40""",Yes,Miami,699,3,Express,Cool Tones,Copy,Print,Kid Room,Calming,Dim Light,N/A,Art Collectors
Claude,Still Life,Abstract Expressionism,Mixed Media,"18""x24""",Yes,Los Angeles,825,10,Standard,Warm Tones,Copy,Print,Office,Relaxing,Dim Light,N/A,Corporate Clients
Pablo,Abstract,Surrealism,Acrylic,"18""x24""",Yes,Vancouver,212,6,Free Shipping,Cool Tones,Original,Real,Living Room,Energetic,Natural Light,Lithograph,Interior Designers
Leonardo,Wildlife,Impressionism,Acrylic,"24""x36""",Yes,Chicago,149,6,Free Shipping,Earthy Tones,Original,Print,Bedroom,Reflective,Bright Light,Screen Print,Families
Jija,Fantasy,Cubism,Watercolor,"18""x24""",No,Montreal,179,10,Free Shipping,Warm Tones,Copy,Print,Office,Relaxing,Dim Light,Screen Print,Young Professionals
Emma,Abstract,Modern,Watercolor,"18""x24""",No,Chicago,924,6,Standard,Earthy Tones,Original,Print,Office,Calming,Bright Light,Giclée,Young Professionals
